UTemporal,estacion0,estacion1,estacion2,estacion3,estacion4,estacion5,estacion6,estacion7,estacion8,estacion9,estacion10,estacion11,estacion12,estacion13,estacion14,estacion15,estacion16,estacion17,estacion18,estacion19,estacion20,estacion21,estacion22,estacion23,estacion24,estacion25,estacion26,estacion27,estacion28,estacion29,estacion30,estacion31,estacion32,estacion33,estacion34,estacion35,estacion36,estacion37,estacion38,estacion39,estacion40,estacion41,estacion42,estacion43,estacion44,estacion45,estacion46,estacion47,estacion48,estacion49,estacion50,estacion51,estacion52,estacion53,estacion54,estacion55,estacion56,estacion57,estacion58,estacion59,estacion60,estacion61,estacion62,estacion63,estacion64,estacion65,estacion66,estacion67,estacion68,estacion69,estacion70,estacion71,estacion72,estacion73,estacion74,estacion75,estacion76,estacion77,estacion78,estacion79,estacion80,estacion81,estacion82,estacion83,estacion84,estacion85,estacion86,estacion87,estacion88,estacion89,estacion90,estacion91,estacion92,estacion93,estacion94,estacion95,estacion96,estacion97,estacion98,estacion99,estacion100,estacion101,estacion102,estacion103,estacion104,estacion105,estacion106,estacion107,estacion108,estacion109,estacion110,estacion111,estacion112,estacion113,estacion114,estacion115,estacion116,estacion117,estacion118,estacion119,estacion120,estacion121,estacion122,estacion123,estacion124,estacion125,estacion126,estacion127,estacion128,estacion129,estacion130,estacion131,estacion132,estacion133,estacion134,estacion135,estacion136,estacion137,estacion138,estacion139,estacion140,estacion141,estacion142,estacion143,estacion144,estacion145,estacion146,estacion147,estacion148,estacion149,estacion150,estacion151,estacion152,estacion153,estacion154,estacion155,estacion156,estacion157,estacion158,estacion159,estacion160,estacion161,estacion162,estacion163,estacion164,estacion165,estacion166,estacion167,estacion168,estacion169,estacion170,estacion171,estacion172,estacion173,estacion174,estacion175,estacion176,estacion177,estacion178,estacion179,estacion180,estacion181,estacion182,estacion183,estacion184,estacion185,estacion186,estacion187,estacion188,estacion189,estacion190,estacion191,estacion192,estacion193,estacion194,estacion195,estacion196,estacion197,estacion198,estacion199,estacion200,estacion201,estacion202,estacion203,estacion204,estacion205,estacion206,estacion207,estacion208,estacion209,estacion210,estacion211,estacion212,estacion213,estacion214,estacion215,estacion216,estacion217,estacion218,estacion219,estacion220,estacion221,estacion222,estacion223,estacion224,estacion225,estacion226,estacion227,estacion228,estacion229,estacion230,estacion231,estacion232,estacion233,estacion234,estacion235,estacion236,estacion237,estacion238,estacion239,estacion240,estacion241,estacion242,estacion243,estacion244,estacion245,estacion246,estacion247,estacion248,estacion249,estacion250,estacion251,estacion252,estacion253,estacion254,estacion255,estacion256,estacion257,estacion258,estacion259
0,95.0,100.0,6.666666666666667,45.0,60.0,47.36842105263158,100.0,31.034482758620687,23.529411764705884,95.0,66.66666666666667,80.0,55.0,100.0,68.75,100.0,82.3529411764706,16.666666666666668,73.33333333333334,77.77777777777777,30.0,100.0,100.0,50.0,100.0,100.0,100.0,40.0,10.0,76.66666666666667,40.0,15.0,30.0,67.5,90.0,40.0,40.0,100.0,26.31578947368421,100.0,63.888888888888886,0.0,66.66666666666667,30.0,85.0,100.0,100.0,46.66666666666667,47.36842105263158,55.0,100.0,60.0,100.0,100.0,20.0,100.0,60.0,100.0,20.0,67.5,84.21052631578948,44.44444444444444,20.0,40.0,66.66666666666667,85.71428571428572,50.0,13.333333333333334,50.0,66.66666666666667,16.666666666666668,100.0,65.0,33.333333333333336,100.0,0.0,60.0,70.58823529411765,100.0,80.0,53.333333333333336,96.66666666666669,5.0,96.66666666666667,60.0,100.0,100.0,40.0,100.0,46.42857142857143,100.0,55.0,35.0,100.0,79.48717948717949,18.51851851851852,6.666666666666667,43.75,100.0,100.0,100.0,40.0,60.0,100.0,100.0,100.0,100.0,100.0,100.0,45.0,100.0,25.0,35.0,60.0,100.0,100.0,100.0,93.75,23.529411764705884,15.0,100.0,50.0,46.66666666666667,20.0,25.0,62.5,63.15789473684211,87.5,100.0,100.0,40.0,80.0,55.0,100.0,100.0,80.0,84.61538461538461,5.0,50.0,57.5,100.0,100.0,0.0,50.0,26.666666666666668,65.0,100.0,70.0,25.0,60.0,33.33333333333333,93.33333333333334,43.75,46.66666666666667,100.0,100.0,40.0,45.0,100.0,100.0,100.0,45.0,26.666666666666668,86.66666666666667,37.5,100.0,33.333333333333336,85.0,100.0,60.0,40.0,100.0,20.0,53.333333333333336,100.0,53.333333333333336,61.53846153846154,77.5,25.0,21.42857142857143,100.0,80.0,100.0,46.66666666666667,25.0,100.0,7.5,100.0,0.0,55.55555555555556,80.0,100.0,14.285714285714286,30.0,100.0,0.0,93.33333333333334,100.0,100.0,100.0,25.0,30.0,53.333333333333336,100.0,93.33333333333334,6.666666666666667,33.333333333333336,13.333333333333334,45.0,85.0,100.0,77.77777777777777,88.0,13.333333333333334,100.0,86.66666666666667,64.70588235294119,26.666666666666668,5.0,100.0,65.0,95.58823529411765,35.0,20.0,100.0,10.0,10.0,70.0,65.0,15.0,25.0,33.333333333333336,73.33333333333334,86.66666666666667,100.0,100.0,0.0,53.333333333333336,20.0,100.0,15.0,65.0,80.0,100.0,100.0,100.0,40.0,13.333333333333334,100.0,91.66666666666669,57.5,100.0,35.0,7.142857142857143,15.0,100.0,100.0,55.55555555555556,100.0,0.0
1,95.0,100.0,6.666666666666667,45.0,60.0,47.36842105263158,100.0,31.034482758620687,23.529411764705884,95.0,66.66666666666667,80.0,55.0,100.0,62.5,100.0,82.3529411764706,16.666666666666668,73.33333333333334,77.77777777777777,30.0,100.0,100.0,50.0,100.0,100.0,100.0,40.0,10.0,76.66666666666667,40.0,15.0,33.333333333333336,67.5,90.0,40.0,40.0,100.0,26.31578947368421,100.0,66.66666666666666,0.0,66.66666666666667,30.0,85.0,100.0,100.0,46.66666666666667,47.36842105263158,55.0,100.0,60.0,100.0,100.0,20.0,100.0,60.0,100.0,20.0,67.5,84.21052631578948,44.44444444444444,20.0,40.0,66.66666666666667,85.71428571428572,50.0,13.333333333333334,50.0,66.66666666666667,16.666666666666668,100.0,65.0,33.333333333333336,100.0,0.0,60.0,70.58823529411765,100.0,80.0,51.66666666666667,96.66666666666669,5.0,100.0,60.0,100.0,100.0,40.0,100.0,42.85714285714286,100.0,55.0,35.0,100.0,79.48717948717949,18.51851851851852,6.666666666666667,43.75,100.0,100.0,100.0,40.0,60.0,100.0,100.0,100.0,100.0,100.0,100.0,45.0,100.0,25.0,35.0,60.0,100.0,100.0,100.0,93.75,23.529411764705884,15.0,100.0,50.0,46.66666666666667,20.0,25.0,62.5,63.15789473684211,87.5,100.0,100.0,40.0,80.0,55.0,100.0,100.0,80.0,84.61538461538461,5.0,50.0,57.5,100.0,100.0,0.0,50.0,26.666666666666668,65.0,100.0,70.0,25.0,60.0,33.33333333333333,93.33333333333334,40.0,46.66666666666667,100.0,100.0,40.0,45.0,100.0,100.0,100.0,45.0,26.666666666666668,86.66666666666667,37.5,100.0,33.333333333333336,85.0,100.0,60.0,40.0,100.0,20.0,53.333333333333336,100.0,53.333333333333336,61.53846153846154,85.0,25.0,21.42857142857143,100.0,80.0,100.0,46.66666666666667,15.0,100.0,0.0,100.0,0.0,61.11111111111111,80.0,100.0,14.285714285714286,30.0,100.0,0.0,93.33333333333334,100.0,100.0,100.0,25.0,30.0,53.333333333333336,100.0,93.33333333333334,6.666666666666667,33.333333333333336,13.333333333333334,45.0,85.0,100.0,77.77777777777777,88.0,13.333333333333334,100.0,86.66666666666667,64.70588235294119,26.666666666666668,5.0,100.0,70.0,94.11764705882354,35.0,20.0,100.0,10.0,10.0,70.0,65.0,15.0,25.0,33.333333333333336,73.33333333333334,86.66666666666667,100.0,100.0,0.0,53.333333333333336,20.0,100.0,15.0,65.0,80.0,100.0,100.0,100.0,40.0,13.333333333333334,100.0,91.66666666666669,57.5,100.0,35.0,7.142857142857143,15.0,100.0,100.0,55.55555555555556,100.0,0.0
2,95.0,100.0,6.666666666666667,45.0,60.0,47.36842105263158,100.0,31.034482758620687,23.529411764705884,95.0,66.66666666666667,80.0,55.0,100.0,62.5,100.0,82.3529411764706,16.666666666666668,73.33333333333334,77.77777777777777,30.0,100.0,100.0,50.0,100.0,100.0,100.0,40.0,10.0,76.66666666666667,40.0,15.0,33.333333333333336,67.5,90.0,45.0,40.0,100.0,26.31578947368421,100.0,66.66666666666666,0.0,66.66666666666667,30.0,85.0,100.0,100.0,46.66666666666667,47.36842105263158,55.0,100.0,60.0,100.0,100.0,20.0,100.0,60.0,100.0,20.0,68.125,84.21052631578948,44.44444444444444,20.0,40.0,66.66666666666667,85.71428571428572,50.0,13.333333333333334,50.0,66.66666666666667,16.666666666666668,100.0,65.0,33.333333333333336,100.0,0.0,60.0,70.58823529411765,100.0,80.0,53.333333333333336,96.66666666666669,5.0,100.0,60.0,100.0,100.0,40.0,100.0,42.85714285714286,100.0,55.0,35.0,100.0,79.48717948717949,18.51851851851852,6.666666666666667,43.75,100.0,100.0,100.0,40.0,60.0,100.0,100.0,100.0,100.0,100.0,100.0,45.0,100.0,25.0,35.0,60.0,100.0,100.0,100.0,93.75,23.529411764705884,15.0,100.0,50.0,46.66666666666667,20.0,25.0,62.5,63.15789473684211,87.5,100.0,100.0,40.0,80.0,55.0,100.0,100.0,80.0,84.61538461538461,5.0,50.0,57.5,100.0,100.0,0.0,50.0,26.666666666666668,65.0,100.0,70.0,25.0,60.0,33.33333333333333,93.33333333333334,40.0,46.66666666666667,100.0,100.0,40.0,45.0,100.0,100.0,100.0,45.0,26.666666666666668,86.66666666666667,37.5,100.0,33.333333333333336,85.0,100.0,60.0,40.0,100.0,20.0,53.333333333333336,100.0,53.333333333333336,61.53846153846154,85.0,25.0,21.42857142857143,100.0,80.0,100.0,46.66666666666667,15.0,100.0,0.0,100.0,0.0,61.11111111111111,80.0,100.0,14.285714285714286,30.0,100.0,0.0,93.33333333333334,100.0,100.0,100.0,25.0,30.0,53.333333333333336,100.0,93.33333333333334,6.666666666666667,33.333333333333336,13.333333333333334,45.0,80.0,100.0,77.77777777777777,88.0,13.333333333333334,100.0,86.66666666666667,64.70588235294119,26.666666666666668,5.0,100.0,70.0,94.11764705882354,35.0,20.0,100.0,10.0,10.0,70.0,65.0,15.0,25.0,33.333333333333336,73.33333333333334,86.66666666666667,100.0,100.0,0.0,53.333333333333336,20.0,100.0,15.0,62.5,80.0,100.0,100.0,100.0,40.0,13.333333333333334,100.0,91.66666666666669,57.5,100.0,35.0,7.142857142857143,15.0,100.0,100.0,55.55555555555556,100.0,0.0
3,95.0,100.0,6.666666666666667,45.0,60.0,47.36842105263158,100.0,31.034482758620687,23.529411764705884,95.0,66.66666666666667,80.0,60.0,100.0,62.5,100.0,82.3529411764706,16.666666666666668,73.33333333333334,77.77777777777777,30.0,100.0,100.0,50.0,100.0,100.0,100.0,40.0,10.0,76.66666666666667,40.0,15.0,28.333333333333336,67.5,90.0,45.0,40.0,100.0,26.31578947368421,100.0,66.66666666666666,0.0,66.66666666666667,30.0,85.0,100.0,100.0,46.66666666666667,47.36842105263158,55.0,100.0,60.0,100.0,100.0,20.0,100.0,60.0,100.0,20.0,70.0,84.21052631578948,44.44444444444444,20.0,40.0,66.66666666666667,85.71428571428572,50.0,13.333333333333334,50.0,66.66666666666667,16.666666666666668,100.0,65.0,33.333333333333336,100.0,0.0,60.0,70.58823529411765,100.0,80.0,53.333333333333336,96.66666666666669,5.0,100.0,60.0,100.0,100.0,40.0,100.0,42.85714285714286,100.0,55.0,35.0,100.0,79.48717948717949,18.51851851851852,6.666666666666667,43.75,100.0,100.0,100.0,40.0,60.0,100.0,100.0,100.0,100.0,100.0,100.0,45.0,100.0,25.0,35.0,60.0,100.0,100.0,100.0,93.75,23.529411764705884,15.0,100.0,50.0,46.66666666666667,20.0,25.0,62.5,63.15789473684211,87.5,100.0,100.0,40.0,80.0,55.0,100.0,100.0,80.0,84.61538461538461,5.0,50.0,57.5,100.0,100.0,0.0,50.0,26.666666666666668,65.0,100.0,70.0,25.0,60.0,33.33333333333333,93.33333333333334,40.0,46.66666666666667,100.0,100.0,40.0,45.0,100.0,100.0,100.0,45.0,26.666666666666668,86.66666666666667,37.5,100.0,33.333333333333336,85.0,100.0,60.0,40.0,100.0,20.0,53.333333333333336,100.0,53.333333333333336,61.53846153846154,85.0,25.0,21.42857142857143,100.0,80.0,100.0,46.66666666666667,15.0,100.0,0.0,100.0,0.0,61.11111111111111,80.0,100.0,14.285714285714286,30.0,100.0,0.0,93.33333333333334,100.0,100.0,100.0,25.0,30.0,53.333333333333336,100.0,93.33333333333334,6.666666666666667,33.333333333333336,13.333333333333334,45.0,80.0,100.0,77.77777777777777,88.0,13.333333333333334,100.0,86.66666666666667,64.70588235294119,26.666666666666668,5.0,100.0,70.0,94.11764705882354,35.0,20.0,100.0,10.0,10.0,70.0,65.0,15.0,25.0,33.333333333333336,73.33333333333334,86.66666666666667,100.0,100.0,0.0,53.333333333333336,20.0,100.0,15.0,60.0,80.0,100.0,100.0,100.0,40.0,13.333333333333334,100.0,91.66666666666669,57.5,100.0,35.0,7.142857142857143,15.0,100.0,100.0,55.55555555555556,100.0,0.0
4,95.0,100.0,6.666666666666667,45.0,60.0,47.36842105263158,100.0,31.034482758620687,23.529411764705884,95.0,66.66666666666667,80.0,60.0,100.0,62.5,100.0,82.3529411764706,16.666666666666668,73.33333333333334,77.77777777777777,30.0,100.0,100.0,50.0,100.0,100.0,100.0,40.0,10.0,76.66666666666667,40.0,15.0,26.666666666666668,67.5,90.0,45.0,40.0,100.0,26.31578947368421,100.0,66.66666666666666,0.0,66.66666666666667,30.0,85.0,100.0,100.0,46.66666666666667,47.36842105263158,55.0,100.0,60.0,100.0,100.0,20.0,100.0,60.0,100.0,20.0,70.0,84.21052631578948,44.44444444444444,20.0,32.5,66.66666666666667,85.71428571428572,50.0,13.333333333333334,50.0,66.66666666666667,16.666666666666668,100.0,65.0,33.333333333333336,100.0,0.0,60.0,70.58823529411765,100.0,80.0,53.333333333333336,96.66666666666669,5.0,100.0,60.0,100.0,100.0,40.0,100.0,42.85714285714286,100.0,55.0,35.0,100.0,79.48717948717949,18.51851851851852,6.666666666666667,43.75,100.0,100.0,100.0,40.0,60.0,100.0,100.0,100.0,100.0,100.0,100.0,45.0,100.0,25.0,35.0,60.0,100.0,100.0,100.0,93.75,23.529411764705884,15.0,100.0,50.0,46.66666666666667,20.0,25.0,62.5,63.15789473684211,87.5,100.0,100.0,40.0,80.0,55.0,100.0,100.0,80.0,84.61538461538461,5.0,50.0,57.5,100.0,100.0,0.0,50.0,26.666666666666668,65.0,100.0,70.0,25.0,60.0,33.33333333333333,93.33333333333334,40.0,46.66666666666667,100.0,100.0,40.0,45.0,100.0,100.0,100.0,45.0,26.666666666666668,86.66666666666667,37.5,100.0,33.333333333333336,85.0,100.0,60.0,40.0,100.0,20.0,53.333333333333336,100.0,53.333333333333336,61.53846153846154,85.0,25.0,21.42857142857143,100.0,80.0,100.0,46.66666666666667,15.0,100.0,0.0,100.0,0.0,61.11111111111111,80.0,100.0,14.285714285714286,30.0,100.0,0.0,93.33333333333334,100.0,100.0,100.0,25.0,30.0,53.333333333333336,100.0,93.33333333333334,6.666666666666667,33.333333333333336,13.333333333333334,45.0,80.0,100.0,77.77777777777777,88.0,13.333333333333334,100.0,86.66666666666667,64.70588235294119,26.666666666666668,5.0,100.0,70.0,94.11764705882354,35.0,20.0,100.0,10.0,10.0,70.0,65.0,15.0,25.0,33.333333333333336,73.33333333333334,86.66666666666667,100.0,100.0,0.0,53.333333333333336,20.0,100.0,15.0,60.0,80.0,100.0,100.0,100.0,40.0,13.333333333333334,100.0,91.66666666666669,57.5,100.0,35.0,7.142857142857143,15.0,100.0,100.0,55.55555555555556,100.0,0.0
5,95.0,100.0,6.666666666666667,45.0,61.25,47.36842105263158,100.0,31.034482758620687,23.529411764705884,95.0,66.66666666666667,80.0,60.0,100.0,62.5,100.0,82.3529411764706,16.666666666666668,73.33333333333334,77.77777777777777,30.0,100.0,98.33333333333334,50.0,100.0,100.0,100.0,40.0,10.0,76.66666666666667,40.0,15.0,26.666666666666668,67.5,90.0,45.0,36.66666666666667,100.0,26.31578947368421,100.0,66.66666666666666,0.0,66.66666666666667,30.0,85.0,100.0,100.0,46.66666666666667,47.36842105263158,55.0,100.0,60.0,100.0,100.0,20.0,100.0,60.0,100.0,20.0,72.5,84.21052631578948,44.44444444444444,20.0,30.0,66.66666666666667,85.71428571428572,50.0,13.333333333333334,50.0,66.66666666666667,16.666666666666668,100.0,65.0,33.333333333333336,100.0,0.0,60.0,70.58823529411765,100.0,80.0,53.333333333333336,96.66666666666669,5.0,100.0,60.0,100.0,100.0,40.0,100.0,42.85714285714286,100.0,55.0,35.0,100.0,82.05128205128206,11.11111111111111,6.666666666666667,43.75,100.0,100.0,100.0,40.0,60.0,100.0,100.0,100.0,100.0,100.0,100.0,45.0,100.0,25.0,35.0,60.0,100.0,100.0,100.0,93.75,23.529411764705884,15.0,100.0,50.0,46.66666666666667,20.0,25.0,62.5,63.15789473684211,87.5,100.0,100.0,40.0,80.0,55.0,100.0,100.0,80.0,88.46153846153845,5.0,50.0,57.5,100.0,100.0,0.0,50.0,26.666666666666668,65.0,100.0,70.0,25.0,60.0,33.33333333333333,93.33333333333334,40.0,46.66666666666667,100.0,100.0,40.0,45.0,100.0,100.0,100.0,45.0,26.666666666666668,86.66666666666667,37.5,100.0,33.333333333333336,85.0,100.0,60.0,40.0,100.0,20.0,53.333333333333336,100.0,53.333333333333336,61.53846153846154,85.0,25.0,21.42857142857143,100.0,80.0,100.0,46.66666666666667,15.0,100.0,0.0,100.0,0.0,61.11111111111111,80.0,100.0,14.285714285714286,30.0,100.0,0.0,93.33333333333334,100.0,100.0,100.0,25.0,30.0,53.333333333333336,100.0,93.33333333333334,6.666666666666667,33.333333333333336,13.333333333333334,45.0,80.0,100.0,77.77777777777777,88.0,13.333333333333334,100.0,86.66666666666667,64.70588235294119,26.666666666666668,5.0,100.0,70.0,94.11764705882354,35.0,20.0,100.0,10.0,10.0,70.0,65.0,15.0,25.0,30.0,73.33333333333334,86.66666666666667,100.0,100.0,0.0,53.333333333333336,20.0,100.0,15.0,60.0,80.0,100.0,100.0,100.0,40.0,13.333333333333334,100.0,91.66666666666669,57.5,100.0,35.0,7.142857142857143,15.0,100.0,100.0,55.55555555555556,100.0,0.0
6,95.0,100.0,6.666666666666667,45.0,65.0,43.42105263157895,100.0,31.034482758620687,23.529411764705884,95.0,66.66666666666667,80.0,61.25,100.0,62.5,98.33333333333334,82.3529411764706,16.666666666666668,73.33333333333334,77.77777777777777,30.0,96.25,93.33333333333334,47.5,100.0,100.0,100.0,40.0,10.0,76.66666666666667,40.0,15.0,26.666666666666668,67.5,90.0,45.0,33.333333333333336,100.0,26.31578947368421,100.0,66.66666666666666,0.0,66.66666666666667,30.0,85.0,100.0,100.0,46.66666666666667,47.36842105263158,55.0,100.0,60.0,97.36842105263159,100.0,20.0,100.0,60.0,100.0,20.0,76.25,84.21052631578948,44.44444444444444,20.0,30.0,66.66666666666667,85.71428571428572,50.0,13.333333333333334,50.0,66.66666666666667,16.666666666666668,100.0,65.0,33.333333333333336,100.0,0.0,60.0,70.58823529411765,100.0,80.0,53.333333333333336,96.66666666666669,5.0,100.0,60.0,100.0,100.0,40.0,100.0,42.85714285714286,100.0,55.0,35.0,100.0,80.76923076923077,11.11111111111111,6.666666666666667,43.75,100.0,100.0,100.0,40.0,60.0,100.0,100.0,100.0,100.0,100.0,100.0,46.25,100.0,25.0,35.0,60.0,96.66666666666667,100.0,100.0,93.75,23.529411764705884,15.0,100.0,50.0,46.66666666666667,20.0,25.0,62.5,63.15789473684211,87.5,100.0,100.0,40.0,80.0,55.0,100.0,100.0,78.75,92.3076923076923,5.0,50.0,57.5,100.0,100.0,0.0,50.0,26.666666666666668,65.0,100.0,70.0,25.0,55.0,33.33333333333333,96.66666666666667,40.0,43.333333333333336,100.0,100.0,40.0,45.0,100.0,100.0,100.0,45.0,26.666666666666668,87.5,37.5,96.25,33.333333333333336,85.0,100.0,60.0,40.0,100.0,20.0,53.333333333333336,100.0,56.66666666666667,61.53846153846154,82.5,25.0,21.42857142857143,100.0,80.0,100.0,46.66666666666667,15.0,100.0,0.0,100.0,0.0,61.11111111111111,80.0,100.0,14.285714285714286,30.0,100.0,0.0,90.0,100.0,100.0,100.0,25.0,30.0,53.333333333333336,100.0,93.33333333333334,6.666666666666667,33.333333333333336,13.333333333333334,45.0,80.0,100.0,77.77777777777777,88.0,13.333333333333334,100.0,86.66666666666667,64.70588235294119,26.666666666666668,5.0,100.0,70.0,94.11764705882354,35.0,20.0,100.0,10.0,10.0,73.75,62.5,15.0,25.0,26.666666666666668,73.33333333333334,86.66666666666667,100.0,100.0,0.0,53.333333333333336,20.0,100.0,15.0,63.75,80.0,100.0,100.0,100.0,40.0,13.333333333333334,100.0,97.91666666666667,57.5,100.0,35.0,7.142857142857143,15.0,100.0,100.0,55.55555555555556,100.0,0.0
7,95.0,100.0,6.666666666666667,45.0,65.0,40.78947368421053,100.0,31.034482758620687,23.529411764705884,95.0,66.66666666666667,80.0,65.0,100.0,62.5,93.33333333333334,82.3529411764706,16.666666666666668,73.33333333333334,77.77777777777777,30.0,95.0,93.33333333333334,45.0,100.0,100.0,100.0,40.0,10.0,76.66666666666667,40.0,10.0,26.666666666666668,67.5,90.0,45.0,33.333333333333336,100.0,26.31578947368421,100.0,66.66666666666666,0.0,60.0,30.0,85.0,100.0,100.0,40.0,52.631578947368425,58.75,100.0,60.0,94.73684210526316,100.0,20.0,100.0,60.0,100.0,20.0,80.0,84.21052631578948,50.0,20.0,30.0,66.66666666666667,85.71428571428572,50.0,26.666666666666668,50.0,66.66666666666667,20.833333333333336,100.0,65.0,33.333333333333336,100.0,0.0,60.0,70.58823529411765,100.0,80.0,53.333333333333336,96.66666666666669,5.0,100.0,60.0,100.0,100.0,40.0,100.0,42.85714285714286,100.0,55.0,42.5,100.0,78.2051282051282,11.11111111111111,6.666666666666667,43.75,93.33333333333334,100.0,100.0,40.0,58.75,100.0,100.0,100.0,95.0,100.0,100.0,45.0,100.0,25.0,35.0,60.0,93.33333333333334,100.0,100.0,93.75,23.529411764705884,15.0,100.0,50.0,46.66666666666667,20.0,25.0,62.5,63.15789473684211,87.5,100.0,100.0,45.0,86.66666666666667,55.0,100.0,100.0,75.0,92.3076923076923,5.0,50.0,57.5,100.0,100.0,0.0,50.0,26.666666666666668,65.0,100.0,70.0,25.0,55.0,33.33333333333333,96.66666666666667,40.0,33.333333333333336,100.0,100.0,40.0,45.0,100.0,100.0,100.0,45.0,26.666666666666668,96.66666666666667,37.5,95.0,33.333333333333336,85.0,100.0,60.0,40.0,100.0,20.0,53.333333333333336,100.0,60.0,61.53846153846154,80.0,25.0,21.42857142857143,100.0,80.0,100.0,46.66666666666667,15.0,100.0,0.0,100.0,0.0,61.11111111111111,81.25,100.0,14.285714285714286,27.5,100.0,0.0,80.0,100.0,95.83333333333333,100.0,20.0,30.0,53.333333333333336,100.0,93.33333333333334,6.666666666666667,33.333333333333336,18.333333333333336,45.0,75.0,100.0,77.77777777777777,88.0,13.333333333333334,100.0,86.66666666666667,63.23529411764707,26.666666666666668,2.5,100.0,70.0,92.64705882352942,35.0,30.0,100.0,10.0,10.0,75.0,65.0,15.0,25.0,26.666666666666668,73.33333333333334,86.66666666666667,100.0,100.0,0.0,53.333333333333336,20.0,100.0,12.5,70.0,78.33333333333334,100.0,100.0,100.0,40.0,13.333333333333334,100.0,100.0,58.125,100.0,35.0,7.142857142857143,15.0,100.0,100.0,55.55555555555556,100.0,0.0
8,95.0,100.0,6.666666666666667,30.0,65.0,36.8421052631579,100.0,31.034482758620687,23.529411764705884,95.0,66.66666666666667,80.0,65.0,90.27777777777777,57.8125,86.66666666666667,82.3529411764706,16.666666666666668,73.33333333333334,76.38888888888889,30.0,95.0,93.33333333333334,45.0,98.75,100.0,100.0,40.0,11.25,76.66666666666667,40.0,10.0,26.666666666666668,67.5,90.0,45.0,33.333333333333336,100.0,26.31578947368421,100.0,66.66666666666666,2.5,56.66666666666667,32.5,82.5,100.0,100.0,33.333333333333336,52.631578947368425,56.25,95.0,60.0,94.73684210526316,100.0,20.0,100.0,60.0,100.0,20.0,76.25,84.21052631578948,66.66666666666666,20.0,28.75,66.66666666666667,85.71428571428572,50.0,28.333333333333336,50.0,66.66666666666667,25.0,97.5,65.0,33.333333333333336,100.0,0.0,60.0,70.58823529411765,100.0,80.0,53.333333333333336,89.16666666666667,5.0,100.0,60.0,100.0,100.0,40.0,100.0,57.142857142857146,100.0,55.0,40.0,100.0,79.48717948717949,15.740740740740742,6.666666666666667,43.75,93.33333333333334,100.0,100.0,40.0,55.0,100.0,98.75,93.75,95.0,100.0,98.75,45.0,100.0,25.0,33.75,60.0,93.33333333333334,100.0,100.0,93.75,16.176470588235297,15.0,100.0,50.0,46.66666666666667,20.0,23.125,62.5,63.15789473684211,87.5,100.0,100.0,46.25,90.0,55.0,97.5,100.0,75.0,92.3076923076923,5.0,50.0,57.5,100.0,100.0,0.0,50.0,26.666666666666668,65.0,100.0,70.0,25.0,53.333333333333336,33.33333333333333,93.33333333333334,41.25,33.333333333333336,98.33333333333334,100.0,40.0,50.0,100.0,100.0,100.0,45.0,26.666666666666668,100.0,37.5,95.0,28.333333333333336,85.0,100.0,60.0,40.0,100.0,20.0,53.333333333333336,100.0,60.0,61.53846153846154,80.0,25.0,16.071428571428573,100.0,75.0,100.0,46.66666666666667,15.0,100.0,7.5,100.0,0.0,63.888888888888886,85.0,100.0,14.285714285714286,20.0,100.0,0.0,80.0,100.0,94.44444444444444,100.0,23.75,30.0,53.333333333333336,100.0,93.33333333333334,10.833333333333334,33.333333333333336,20.0,45.0,75.0,100.0,77.77777777777777,88.0,13.333333333333334,100.0,86.66666666666667,60.294117647058826,26.666666666666668,0.0,100.0,70.0,88.23529411764707,35.0,48.75,100.0,10.0,10.0,76.25,78.75,7.5,25.0,36.66666666666667,73.33333333333334,86.66666666666667,100.0,100.0,0.0,53.333333333333336,20.0,100.0,13.75,70.0,73.33333333333334,100.0,100.0,96.66666666666667,40.0,13.333333333333334,100.0,100.0,65.625,100.0,33.75,7.142857142857143,15.0,100.0,100.0,55.55555555555556,100.0,0.0
