x,mean
0,13.9375
1,14.0
2,14.0
3,14.041666666666666
4,14.166666666666666
5,14.166666666666666
6,14.041666666666666
7,13.729166666666666
8,12.125
9,10.854166666666666
10,9.541666666666666
11,8.791666666666666
12,9.520833333333334
13,9.3125
14,8.75
15,9.354166666666666
16,10.0
17,10.729166666666666
18,11.229166666666666
19,12.833333333333334
20,12.020833333333334
21,13.1875
22,14.125
23,13.729166666666666
