station_id,t,value
0,672,672.0
1,672,11.0
2,672,23.0
3,672,7.0
4,672,11.0
5,672,1.0
6,672,17.0
7,672,1.0
8,672,15.0
9,672,5.0
10,672,4.0
11,672,5.0
12,672,12.0
13,672,6.0
14,672,16.0
15,672,13.5
16,672,13.0
17,672,13.0
18,672,4.0
19,672,7.0
20,672,12.0
21,672,18.0
22,672,0.0
23,672,5.0
24,672,14.0
25,672,15.0
26,672,10.0
27,672,19.0
28,672,13.5
29,672,7.0
30,672,16.0
31,672,16.0
32,672,6.0
33,672,6.0
34,672,25.0
35,672,11.0
36,672,3.0
37,672,24.0
38,672,0.0
39,672,9.0
40,672,14.0
41,672,14.0
42,672,4.0
43,672,8.0
44,672,6.0
45,672,16.0
46,672,0.0
47,672,10.0
48,672,2.0
49,672,10.0
50,672,13.0
51,672,13.0
52,672,16.0
53,672,10.0
54,672,22.0
55,672,17.0
56,672,4.0
57,672,16.0
58,672,15.0
59,672,20.0
60,672,18.0
61,672,18.0
62,672,10.0
63,672,2.0
64,672,6.0
65,672,1.0
66,672,4.0
67,672,13.0
68,672,1.0
69,672,5.0
70,672,13.0
71,672,0.0
72,672,17.0
73,672,0.0
74,672,5.0
75,672,7.0
76,672,0.0
77,672,3.0
78,672,10.0
79,672,7.0
80,672,7.0
81,672,5.0
82,672,26.0
83,672,3.0
84,672,3.0
85,672,13.0
86,672,1.0
87,672,14.75
88,672,11.0
89,672,2.0
90,672,9.25
91,672,11.75
92,672,3.75
93,672,1.0
94,672,4.0
95,672,18.5
96,672,7.0
97,672,6.0
98,672,8.0
99,672,1.75
100,672,15.0
101,672,2.0
102,672,8.0
103,672,14.0
104,672,0.0
105,672,19.0
106,672,11.0
107,672,9.0
108,672,17.0
109,672,14.0
110,672,12.75
111,672,3.25
112,672,3.0
113,672,18.0
114,672,23.25
115,672,15.0
116,672,4.0
117,672,7.0
118,672,6.0
119,672,4.0
120,672,1.0
121,672,4.0
122,672,5.0
123,672,15.0
124,672,3.0
125,672,16.0
126,672,17.0
127,672,2.75
128,672,2.0
129,672,14.0
130,672,17.0
131,672,10.0
132,672,12.0
133,672,8.0
134,672,12.0
135,672,11.0
136,672,18.0
137,672,10.0
138,672,17.0
139,672,9.0
140,672,5.0
141,672,6.75
142,672,13.0
143,672,5.0
144,672,3.0
145,672,9.0
146,672,16.0
147,672,12.0
148,672,25.0
149,672,15.0
150,672,9.0
151,672,15.0
152,672,9.0
153,672,15.0
154,672,2.0
155,672,9.0
156,672,8.0
157,672,8.0
158,672,19.0
159,672,13.0
160,672,8.0
161,672,14.0
162,672,20.0
163,672,8.0
164,672,10.75
165,672,12.0
166,672,13.0
167,672,14.0
168,672,10.0
169,672,17.0
170,672,3.5
171,672,15.0
172,672,19.0
173,672,7.0
174,672,1.5
175,672,14.0
176,672,4.0
177,672,5.25
178,672,12.0
179,672,2.0
180,672,8.0
181,672,1.0
182,672,18.0
183,672,12.0
184,672,0.0
185,672,10.0
186,672,14.0
187,672,18.0
188,672,8.0
189,672,0.0
190,672,9.0
191,672,4.0
192,672,4.0
193,672,4.0
194,672,8.0
195,672,12.0
196,672,11.0
197,672,12.0
198,672,9.0
199,672,5.0
200,672,12.0
201,672,12.0
202,672,1.0
203,672,3.0
204,672,7.0
205,672,10.0
206,672,3.5
207,672,15.0
208,672,11.0
209,672,0.0
210,672,5.0
211,672,5.25
212,672,9.0
213,672,21.0
214,672,19.0
215,672,3.0
216,672,8.0
217,672,9.0
218,672,7.5
219,672,12.0
220,672,3.0
221,672,13.0
222,672,5.0
223,672,12.0
224,672,4.0
225,672,11.0
226,672,2.0
227,672,12.0
228,672,17.0
229,672,18.0
230,672,4.0
231,672,11.0
232,672,3.0
233,672,5.0
234,672,11.0
235,672,0.0
236,672,20.0
237,672,2.0
238,672,0.0
239,672,4.0
240,672,9.0
241,672,10.75
242,672,0.0
243,672,3.0
244,672,28.0
245,672,3.0
246,672,8.0
247,672,7.0
248,672,3.0
249,672,14.0
250,672,17.0
251,672,2.0
252,672,15.0
253,672,17.0
254,672,3.0
255,672,0.0
256,672,14.75
257,672,6.0
258,672,13.0
259,672,14.25
260,672,1.0
