x,Est_87
0,70.0
1,70.0
2,70.0
3,70.0
4,70.0
5,70.0
6,72.5
7,73.33333333333334
8,73.33333333333334
9,70.83333333333334
10,71.66666666666667
11,70.0
12,75.0
13,81.66666666666667
14,79.16666666666667
15,85.83333333333334
16,92.5
17,89.16666666666667
18,80.0
19,89.16666666666667
20,85.0
21,86.66666666666667
22,86.66666666666667
23,90.0
