x,value
18.530078125,94
53.246484374999994,115
87.962890625,51
122.67929687499999,0
157.395703125,0
192.112109375,0
226.82851562499997,0
261.544921875,0
296.261328125,0
330.97773437499995,0
365.694140625,0
400.41054687499997,0
435.126953125,0
469.843359375,0
504.55976562499995,0
539.276171875,0
573.9925781249999,0
608.708984375,0
643.425390625,0
678.141796875,1
