x,value
17.3875,260
52.162499999999994,0
86.9375,0
121.71249999999999,0
156.4875,0
191.2625,0
226.03749999999997,0
260.8125,0
295.5875,0
330.36249999999995,0
365.1375,0
399.91249999999997,0
434.6875,0
469.4625,0
504.23749999999995,0
539.0125,0
573.7874999999999,0
608.5625,0
643.3375,0
678.1125,1
