x,Est_221
0,59.354838709677416
1,60.0
2,60.0
3,59.83870967741935
4,59.83870967741935
5,59.395161290322584
6,59.03225806451613
7,58.91129032258065
8,53.38709677419355
9,49.596774193548384
10,48.225806451612904
11,46.774193548387096
12,43.185483870967744
13,43.104838709677416
14,46.53225806451613
15,49.83870967741935
16,51.935483870967744
17,53.185483870967744
18,52.70161290322581
19,52.903225806451616
20,53.99193548387097
21,55.16129032258065
22,53.83064516129032
23,57.37903225806452
