x,est_21,est_24,est_36,est_50,est_75,est_82,est_89,est_91,est_120,est_124,est_164,est_255
0,32.45967741935484,57.13709677419355,22.822580645161292,62.056451612903224,49.30875576036867,61.15591397849463,52.74193548387097,59.440227703984824,9.67741935483871,17.741935483870968,39.086021505376344,27.903225806451612
1,31.93548387096774,57.37903225806452,23.266129032258064,63.225806451612904,49.94239631336406,60.99462365591398,52.58064516129032,61.24288425047439,9.03225806451613,17.741935483870968,38.225806451612904,26.612903225806452
2,31.93548387096774,57.41935483870968,23.467741935483872,63.225806451612904,50.05760368663595,61.15591397849463,52.58064516129032,61.669829222011394,9.03225806451613,17.741935483870968,38.145161290322584,26.612903225806452
3,31.93548387096774,57.66129032258065,23.629032258064516,63.225806451612904,49.76958525345622,61.182795698924735,52.58064516129032,61.669829222011394,9.03225806451613,17.741935483870968,38.064516129032256,26.612903225806452
4,32.056451612903224,57.74193548387097,23.70967741935484,63.225806451612904,49.76958525345622,61.20967741935484,52.58064516129032,61.669829222011394,9.03225806451613,17.741935483870968,38.064516129032256,26.612903225806452
5,32.016129032258064,57.62096774193548,23.548387096774192,63.225806451612904,49.76958525345622,61.370967741935495,52.54032258064516,61.669829222011394,9.03225806451613,17.741935483870968,38.11827956989247,26.653225806451612
6,31.93548387096774,56.53225806451613,22.258064516129032,62.82258064516129,50.34562211981567,61.532258064516135,52.096774193548384,61.05313092979127,9.03225806451613,17.741935483870968,38.95161290322581,26.733870967741936
7,32.45967741935484,55.96774193548387,22.903225806451612,61.774193548387096,49.65437788018433,59.892473118279575,53.024193548387096,57.40037950664137,9.435483870967742,17.862903225806452,44.892473118279575,26.733870967741936
8,39.274193548387096,55.04032258064516,21.81451612903226,55.766129032258064,44.00921658986175,60.725806451612904,52.74193548387097,54.17457305502847,11.370967741935484,17.903225806451612,57.76881720430108,28.870967741935484
9,43.306451612903224,54.67741935483871,22.217741935483872,53.91129032258065,55.12672811059908,66.26344086021507,50.846774193548384,52.79886148007591,14.637096774193548,17.943548387096776,67.1236559139785,41.41129032258065
10,42.17741935483871,55.08064516129032,21.048387096774192,46.935483870967744,60.13824884792627,68.84408602150538,50.04032258064516,51.23339658444023,17.137096774193548,18.06451612903226,69.35483870967742,48.75
11,40.12096774193548,55.685483870967744,19.758064516129032,46.653225806451616,60.31105990783411,65.77956989247312,49.11290322580645,49.62049335863377,18.306451612903224,18.06451612903226,69.35483870967742,50.88709677419355
12,41.08870967741935,56.693548387096776,18.306451612903224,43.145161290322584,58.92857142857143,66.18279569892474,49.63709677419355,47.106261859582546,19.516129032258064,18.06451612903226,71.0215053763441,52.016129032258064
13,41.975806451612904,54.75806451612903,18.70967741935484,47.13709677419355,55.58755760368664,67.95698924731184,48.66935483870968,47.15370018975333,18.669354838709676,17.903225806451612,69.81182795698926,48.66935483870968
14,41.693548387096776,55.0,19.838709677419356,54.153225806451616,49.02073732718895,64.05913978494624,48.266129032258064,45.68311195445921,17.096774193548388,18.06451612903226,61.93548387096775,43.266129032258064
15,37.66129032258065,53.50806451612903,22.056451612903224,57.82258064516129,57.66129032258065,67.8494623655914,51.53225806451613,44.78178368121443,14.314516129032258,18.18548387096774,50.833333333333336,36.693548387096776
16,38.95161290322581,54.75806451612903,19.31451612903226,54.71774193548387,59.38940092165899,71.98924731182797,52.86290322580645,48.719165085389,12.82258064516129,18.225806451612904,49.865591397849464,36.57258064516129
17,37.37903225806452,54.314516129032256,16.411290322580644,49.516129032258064,60.42626728110599,74.19354838709677,50.92741935483871,47.296015180265655,12.540322580645162,18.225806451612904,53.87096774193548,38.185483870967744
18,34.71774193548387,53.70967741935484,13.991935483870968,47.5,57.142857142857146,78.14516129032258,50.24193548387097,44.354838709677416,12.016129032258064,18.225806451612904,58.333333333333336,37.33870967741935
19,33.79032258064516,54.395161290322584,12.459677419354838,47.29838709677419,52.41935483870968,78.1989247311828,49.314516129032256,44.97153700189754,11.048387096774194,18.225806451612904,64.24731182795699,35.725806451612904
20,32.37903225806452,54.596774193548384,13.064516129032258,47.983870967741936,48.675115207373274,75.45698924731184,47.45967741935484,47.15370018975333,10.64516129032258,17.822580645161292,64.19354838709678,31.975806451612904
21,36.08870967741935,54.233870967741936,15.201612903225806,50.524193548387096,44.70046082949309,70.51075268817205,48.83064516129032,50.14231499051234,9.596774193548388,17.741935483870968,57.23118279569893,28.18548387096774
22,34.153225806451616,55.88709677419355,19.475806451612904,58.38709677419355,46.19815668202765,62.553763440860216,50.483870967741936,55.07590132827325,9.35483870967742,17.741935483870968,47.715053763440864,28.024193548387096
23,32.943548387096776,57.5,22.258064516129032,61.04838709677419,49.251152073732726,59.543010752688176,51.653225806451616,58.53889943074004,9.35483870967742,17.741935483870968,39.462365591397855,28.427419354838708
