x,Est_13
0,388.75
1,773.75
2,1161.25
3,1551.25
4,1941.25
5,2331.25
6,2725.0
7,3128.75
8,3457.5
9,3667.5
10,3870.0
11,4045.0
12,4257.5
13,4496.25
14,4737.5
15,4991.25
16,5261.25
17,5476.25
18,5702.5
19,5927.5
20,6160.0
21,6436.25
22,6786.25
23,7163.75
