x,value
14726.15,29
28145.116666666665,91
41564.08333333333,102
54983.049999999996,35
68402.01666666666,3
81820.98333333334,0
95239.95,0
108658.91666666666,0
122077.88333333333,0
135496.84999999998,0
148915.81666666665,0
162334.78333333333,0
175753.74999999997,0
189172.71666666665,0
202591.6833333333,0
216010.64999999997,0
229429.61666666664,0
242848.5833333333,0
256267.55,0
269686.51666666666,1
