x,Est_221
0,27.65625
1,27.5
2,27.5
3,27.5
4,27.5
5,27.5
6,27.5
7,27.03125
8,21.09375
9,18.4375
10,19.53125
11,17.5
12,13.75
13,14.6875
14,17.65625
15,23.28125
16,24.375
17,25.0
18,25.9375
19,24.21875
20,25.625
21,27.8125
22,25.15625
23,28.28125
