x,value
19.7932123655914,29
37.82945788530466,91
55.865703405017925,102
73.90194892473119,35
91.93819444444443,3
109.97443996415771,0
128.010685483871,0
146.04693100358423,0
164.08317652329748,0
182.11942204301073,0
200.15566756272403,0
218.19191308243728,0
236.22815860215053,0
254.2644041218638,0
272.3006496415771,0
290.33689516129033,0
308.3731406810036,0
326.4093862007168,0
344.44563172043013,0
362.4818772401434,1
