x,est_87,est_213
0,69.94623655913979,76.38709677419355
1,69.6774193548387,76.38709677419355
2,69.6774193548387,76.38709677419355
3,69.83870967741936,76.38709677419355
4,69.89247311827958,76.38709677419355
5,69.89247311827958,76.38709677419355
6,69.40860215053765,76.38709677419355
7,68.01075268817205,76.70967741935483
8,66.18279569892474,76.7741935483871
9,63.5483870967742,76.7741935483871
10,58.65591397849463,76.61290322580645
11,55.16129032258065,76.74193548387096
12,54.13978494623657,76.87096774193549
13,54.67741935483871,76.70967741935483
14,54.892473118279575,76.51612903225806
15,59.24731182795699,76.61290322580645
16,63.870967741935495,76.80645161290323
17,65.6989247311828,76.70967741935483
18,65.80645161290323,76.87096774193549
19,73.38709677419355,76.6774193548387
20,69.89247311827958,76.38709677419355
21,72.8494623655914,76.45161290322581
22,73.54838709677419,76.45161290322581
23,69.94623655913979,76.64516129032258
