x,est_1,est_4,est_13,est_15,est_26,est_38,est_44,est_46,est_48,est_50,est_53,est_56,est_57,est_58,est_60,est_61,est_78,est_81,est_86,est_87,est_97,est_99,est_102,est_105,est_109,est_112,est_114,est_120,est_128,est_134,est_140,est_141,est_148,est_151,est_157,est_158,est_159,est_161,est_163,est_174,est_190,est_194,est_212,est_224,est_226,est_243,est_245,est_249,est_255
0,47.74193548387097,54.596774193548384,48.79032258064516,42.641129032258064,47.15053763440861,44.395161290322584,31.008064516129032,48.01075268817205,42.74193548387097,62.056451612903224,60.2716468590832,63.01075268817205,67.58064516129032,71.7741935483871,41.25,80.3056027164686,69.44971537001898,47.096774193548384,51.45161290322581,69.94623655913979,42.68817204301075,48.44086021505377,49.462365591397855,66.12903225806451,68.34677419354838,31.169354838709676,54.78494623655914,9.67741935483871,25.322580645161292,55.725806451612904,28.467741935483872,76.29032258064517,59.354838709677416,61.693548387096776,32.795698924731184,71.00806451612904,71.3978494623656,68.63799283154123,33.11827956989247,17.31182795698925,17.42831541218638,53.87096774193548,46.1021505376344,45.08064516129032,37.82258064516129,28.172043010752688,58.40407470288625,68.91129032258064,27.903225806451612
1,48.225806451612904,55.24193548387097,49.516129032258064,42.33870967741935,48.172043010752695,43.70967741935484,30.64516129032258,49.462365591397855,43.44086021505377,63.225806451612904,62.81833616298812,64.30107526881721,67.58064516129032,71.61290322580645,41.471774193548384,80.4753820033956,69.07020872865276,47.096774193548384,51.45161290322581,69.6774193548387,43.01075268817205,50.32258064516129,49.462365591397855,66.08870967741936,68.4274193548387,31.774193548387096,54.94623655913979,9.03225806451613,24.596774193548388,55.645161290322584,28.387096774193548,76.61290322580645,59.354838709677416,62.54480286738352,32.68817204301075,71.7741935483871,72.58064516129032,69.53405017921148,32.043010752688176,17.20430107526882,17.741935483870968,53.38709677419355,45.878136200716845,45.645161290322584,38.346774193548384,28.60215053763441,58.064516129032256,68.54838709677419,26.612903225806452
2,48.225806451612904,55.32258064516129,49.596774193548384,42.288306451612904,48.172043010752695,43.70967741935484,30.725806451612904,49.462365591397855,43.44086021505377,63.225806451612904,62.81833616298812,64.30107526881721,67.58064516129032,72.01612903225806,41.49193548387097,80.4753820033956,69.07020872865276,47.20430107526882,51.45161290322581,69.6774193548387,43.01075268817205,50.215053763440864,49.462365591397855,66.12903225806451,68.38709677419355,31.774193548387096,54.94623655913979,9.03225806451613,24.596774193548388,55.645161290322584,28.387096774193548,76.7741935483871,59.354838709677416,62.58960573476702,32.68817204301075,71.7741935483871,72.52688172043011,69.57885304659497,32.043010752688176,17.20430107526882,17.83154121863799,53.38709677419355,45.878136200716845,45.645161290322584,38.42741935483871,28.60215053763441,58.064516129032256,68.54838709677419,26.612903225806452
3,48.225806451612904,55.483870967741936,49.83870967741935,42.13709677419355,48.172043010752695,43.70967741935484,30.967741935483872,49.462365591397855,43.44086021505377,63.225806451612904,62.81833616298812,64.51612903225806,67.58064516129032,72.33870967741936,41.53225806451613,80.4753820033956,69.07020872865276,47.043010752688176,51.45161290322581,69.83870967741936,43.01075268817205,50.10752688172043,49.462365591397855,66.12903225806451,68.38709677419355,31.774193548387096,54.94623655913979,9.03225806451613,24.596774193548388,55.645161290322584,28.387096774193548,77.09677419354838,59.354838709677416,63.351254480286734,32.68817204301075,71.7741935483871,72.4731182795699,69.71326164874552,32.043010752688176,17.20430107526882,17.921146953405017,53.38709677419355,45.878136200716845,45.645161290322584,38.54838709677419,28.60215053763441,58.064516129032256,68.54838709677419,26.612903225806452
4,48.225806451612904,55.645161290322584,49.83870967741935,42.13709677419355,48.172043010752695,43.70967741935484,30.967741935483872,49.462365591397855,43.44086021505377,63.225806451612904,62.77589134125637,64.51612903225806,67.58064516129032,72.33870967741936,41.814516129032256,80.4753820033956,69.07020872865276,47.096774193548384,51.45161290322581,69.89247311827958,43.01075268817205,50.10752688172043,49.462365591397855,66.29032258064517,68.38709677419355,31.774193548387096,54.94623655913979,9.03225806451613,24.596774193548388,55.645161290322584,28.387096774193548,77.20430107526882,59.32795698924731,65.05376344086021,32.68817204301075,71.69354838709677,72.4731182795699,70.07168458781362,32.043010752688176,17.20430107526882,17.921146953405017,53.185483870967744,45.878136200716845,45.645161290322584,38.62903225806452,28.60215053763441,58.064516129032256,68.54838709677419,26.612903225806452
5,48.225806451612904,55.564516129032256,49.67741935483871,42.13709677419355,48.225806451612904,43.70967741935484,30.64516129032258,49.56989247311828,43.44086021505377,63.225806451612904,62.56366723259763,63.172043010752695,67.74193548387096,72.25806451612904,41.83467741935484,81.11205432937183,69.07020872865276,47.096774193548384,51.41129032258065,69.89247311827958,43.01075268817205,50.16129032258065,49.462365591397855,66.20967741935483,68.38709677419355,31.774193548387096,54.6236559139785,9.03225806451613,24.596774193548388,55.645161290322584,28.387096774193548,76.98924731182797,59.24731182795699,64.87455197132617,32.68817204301075,71.61290322580645,72.4731182795699,70.43010752688171,32.15053763440861,17.20430107526882,17.921146953405017,52.903225806451616,45.878136200716845,45.645161290322584,38.70967741935484,28.60215053763441,58.064516129032256,68.54838709677419,26.653225806451612
6,47.943548387096776,54.233870967741936,49.395161290322584,42.13709677419355,48.38709677419355,43.66935483870968,29.43548387096774,49.24731182795699,43.60215053763441,62.82258064516129,59.932088285229206,60.322580645161295,67.74193548387096,72.25806451612904,42.479838709677416,81.8760611205433,68.69070208728652,47.096774193548384,51.41129032258065,69.40860215053765,42.8494623655914,50.053763440860216,49.73118279569893,65.36290322580645,67.98387096774194,31.733870967741936,53.95161290322581,9.03225806451613,24.596774193548388,55.685483870967744,28.387096774193548,76.98924731182797,59.32795698924731,65.14336917562724,32.68817204301075,71.61290322580645,72.68817204301075,69.17562724014337,32.365591397849464,17.20430107526882,18.14516129032258,52.78225806451613,46.1021505376344,46.25,38.62903225806452,28.655913978494624,58.022071307300514,68.46774193548387,26.733870967741936
7,45.28225806451613,50.0,50.604838709677416,40.32258064516129,46.98924731182796,40.36290322580645,31.330645161290324,47.58064516129032,44.193548387096776,61.774193548387096,54.79626485568761,57.90322580645162,68.30645161290323,71.20967741935483,40.42338709677419,79.9660441426146,68.69070208728652,47.31182795698925,50.725806451612904,68.01075268817205,42.15053763440861,46.29032258064516,50.483870967741936,67.09677419354838,63.87096774193548,30.322580645161292,53.65591397849463,9.435483870967742,24.97983870967742,53.225806451612904,28.326612903225808,76.18279569892474,59.005376344086024,65.41218637992831,31.021505376344088,68.70967741935483,65.80645161290323,67.1594982078853,34.6236559139785,17.20430107526882,21.460573476702507,51.41129032258065,42.1594982078853,48.70967741935484,37.45967741935484,29.677419354838708,58.870967741935495,66.89516129032258,26.733870967741936
8,42.13709677419355,43.42741935483871,41.935483870967744,34.828629032258064,45.86021505376344,43.346774193548384,31.048387096774192,43.44086021505377,44.56989247311828,55.766129032258064,48.4295415959253,56.61290322580645,76.7741935483871,63.99193548387097,35.725806451612904,75.42444821731749,68.69070208728652,45.483870967741936,50.524193548387096,66.18279569892474,38.87096774193548,35.16129032258065,48.44086021505377,54.435483870967744,57.29838709677419,28.911290322580644,49.973118279569896,11.370967741935484,32.78225806451613,52.41935483870968,28.70967741935484,60.43010752688173,58.52150537634409,64.02329749103943,32.043010752688176,66.65322580645162,51.55913978494624,60.97670250896057,46.344086021505376,18.333333333333336,22.89426523297491,40.16129032258065,42.78673835125448,62.74193548387097,38.79032258064516,52.41935483870968,61.502546689303905,61.854838709677416,28.870967741935484
9,38.346774193548384,41.61290322580645,34.596774193548384,25.35282258064516,44.40860215053764,45.725806451612904,35.766129032258064,40.37634408602151,51.82795698924731,53.91129032258065,43.54838709677419,48.60215053763441,76.7741935483871,69.31451612903226,35.20161290322581,68.76061120543294,68.69070208728652,43.01075268817205,51.20967741935484,63.5483870967742,38.333333333333336,26.98924731182796,46.12903225806452,49.314516129032256,51.935483870967744,27.217741935483872,49.56989247311828,14.637096774193548,45.564516129032256,50.806451612903224,29.35483870967742,51.55913978494624,58.682795698924735,60.17025089605734,34.086021505376344,68.0241935483871,42.20430107526882,53.853046594982075,50.86021505376344,18.870967741935484,28.36021505376344,29.31451612903226,46.1021505376344,73.75,39.556451612903224,65.75268817204302,62.64855687606112,61.774193548387096,41.41129032258065
