station_id,t,value
0,720,720.0
1,720,5.0
2,720,100.0
3,720,40.0
4,720,70.0
5,720,60.0
6,720,21.05263157894737
7,720,75.0
8,720,34.48275862068965
9,720,35.294117647058826
10,720,95.0
11,720,53.333333333333336
12,720,35.0
13,720,20.0
14,720,66.66666666666666
15,720,6.25
16,720,80.0
17,720,11.764705882352942
18,720,6.666666666666667
19,720,60.0
20,720,50.0
21,720,40.0
22,720,80.0
23,720,53.333333333333336
24,720,65.0
25,720,20.0
26,720,60.0
27,720,100.0
28,720,15.0
29,720,75.0
30,720,40.0
31,720,40.0
32,720,75.0
33,720,46.66666666666667
34,720,90.0
35,720,70.0
36,720,15.0
37,720,53.333333333333336
38,720,100.0
39,720,63.15789473684211
40,720,33.333333333333336
41,720,66.66666666666666
42,720,5.0
43,720,46.66666666666667
44,720,35.0
45,720,70.0
46,720,60.0
47,720,86.66666666666667
48,720,13.333333333333334
49,720,89.47368421052633
50,720,35.0
51,720,35.0
52,720,75.0
53,720,36.8421052631579
54,720,35.0
55,720,25.0
56,720,40.0
57,720,65.0
58,720,70.0
59,720,40.0
60,720,72.5
61,720,78.94736842105263
62,720,83.33333333333333
63,720,6.666666666666667
64,720,15.0
65,720,60.0
66,720,57.142857142857146
67,720,43.333333333333336
68,720,73.33333333333334
69,720,10.0
70,720,53.333333333333336
71,720,16.666666666666668
72,720,75.0
73,720,50.0
74,720,26.666666666666668
75,720,85.71428571428572
76,720,45.0
77,720,15.0
78,720,41.1764705882353
79,720,72.22222222222221
80,720,6.666666666666667
81,720,53.333333333333336
82,720,56.66666666666667
83,720,40.0
84,720,40.0
85,720,35.0
86,720,95.0
87,720,66.66666666666667
88,720,73.33333333333334
89,720,30.0
90,720,78.57142857142857
91,720,64.70588235294119
92,720,25.0
93,720,0.0
94,720,80.0
95,720,71.7948717948718
96,720,85.18518518518519
97,720,20.0
98,720,43.75
99,720,0.0
100,720,80.0
101,720,50.0
102,720,33.333333333333336
103,720,25.0
104,720,35.0
105,720,0.0
106,720,20.0
107,720,75.0
108,720,80.0
109,720,55.0
110,720,75.0
111,720,35.0
112,720,5.0
113,720,65.0
114,720,43.333333333333336
115,720,20.0
116,720,40.0
117,720,55.0
118,720,6.25
119,720,47.05882352941177
120,720,30.0
121,720,95.0
122,720,100.0
123,720,93.33333333333334
124,720,20.0
125,720,32.5
126,720,70.0
127,720,52.631578947368425
128,720,77.5
129,720,50.0
130,720,50.0
131,720,45.0
132,720,26.666666666666668
133,720,45.0
134,720,40.0
135,720,80.0
136,720,5.0
137,720,46.15384615384615
138,720,20.0
139,720,90.0
140,720,37.5
141,720,6.666666666666667
142,720,65.0
143,720,11.11111111111111
144,720,10.0
145,720,40.0
146,720,60.0
147,720,46.66666666666667
148,720,53.333333333333336
149,720,25.0
150,720,6.666666666666667
151,720,55.55555555555556
152,720,60.0
153,720,40.0
154,720,40.0
155,720,86.66666666666667
156,720,55.0
157,720,13.333333333333334
158,720,65.0
159,720,0.0
160,720,53.333333333333336
161,720,66.66666666666666
162,720,55.0
163,720,46.66666666666667
164,720,60.0
165,720,30.0
166,720,60.0
167,720,6.666666666666667
168,720,50.0
169,720,60.0
170,720,46.66666666666667
171,720,45.0
172,720,95.0
173,720,50.0
174,720,13.333333333333334
175,720,66.66666666666667
176,720,33.333333333333336
177,720,0.0
178,720,75.0
179,720,75.0
180,720,42.85714285714286
181,720,5.0
182,720,85.0
183,720,46.66666666666667
184,720,26.666666666666668
185,720,20.0
186,720,6.666666666666667
187,720,45.0
188,720,66.66666666666666
189,720,86.66666666666667
190,720,38.888888888888886
191,720,60.0
192,720,26.666666666666668
193,720,28.571428571428573
194,720,25.0
195,720,95.0
196,720,46.66666666666667
197,720,26.666666666666668
198,720,86.66666666666667
199,720,66.66666666666666
200,720,75.0
201,720,30.0
202,720,55.0
203,720,73.33333333333334
204,720,86.66666666666667
205,720,33.333333333333336
206,720,20.0
207,720,53.333333333333336
208,720,20.0
209,720,40.0
210,720,50.0
211,720,40.0
212,720,55.55555555555556
213,720,68.0
214,720,63.333333333333336
215,720,33.333333333333336
216,720,66.66666666666667
217,720,23.529411764705884
218,720,40.0
219,720,10.0
220,720,80.0
221,720,5.0
222,720,64.70588235294119
223,720,35.0
224,720,100.0
225,720,65.0
226,720,40.0
227,720,100.0
228,720,20.0
229,720,0.0
230,720,50.0
231,720,65.0
232,720,40.0
233,720,6.666666666666667
234,720,40.0
235,720,40.0
236,720,5.0
237,720,35.0
238,720,33.333333333333336
239,720,6.666666666666667
240,720,100.0
241,720,10.0
242,720,5.0
243,720,73.33333333333334
244,720,86.48648648648648
245,720,31.57894736842105
246,720,53.333333333333336
247,720,60.0
248,720,20.0
249,720,35.0
250,720,58.333333333333336
251,720,30.0
252,720,5.0
253,720,40.0
254,720,100.0
255,720,50.0
256,720,94.11764705882354
257,720,73.33333333333334
258,720,27.77777777777778
259,720,10.0
260,720,16.666666666666668
