station_id,t,value
0,621,621.0
1,621,55.0
2,621,20.0
3,621,60.0
4,621,35.0
5,621,40.0
6,621,10.526315789473683
7,621,90.0
8,621,17.241379310344826
9,621,47.05882352941177
10,621,35.0
11,621,33.333333333333336
12,621,10.0
13,621,10.0
14,621,50.0
15,621,81.25
16,621,46.66666666666667
17,621,100.0
18,621,6.666666666666667
19,621,86.66666666666667
20,621,83.33333333333333
21,621,45.0
22,621,70.0
23,621,0.0
24,621,10.0
25,621,100.0
26,621,60.0
27,621,97.5
28,621,0.0
29,621,40.0
30,621,53.333333333333336
31,621,15.0
32,621,20.0
33,621,26.666666666666668
34,621,47.5
35,621,55.0
36,621,55.0
37,621,30.0
38,621,70.0
39,621,47.36842105263158
40,621,86.66666666666667
41,621,94.44444444444444
42,621,55.0
43,621,80.0
44,621,55.0
45,621,70.0
46,621,100.0
47,621,73.33333333333334
48,621,93.33333333333334
49,621,52.631578947368425
50,621,35.0
51,621,15.0
52,621,85.0
53,621,94.73684210526316
54,621,12.5
55,621,55.0
56,621,46.66666666666667
57,621,95.0
58,621,100.0
59,621,55.0
60,621,5.0
61,621,0.0
62,621,94.44444444444444
63,621,20.0
64,621,10.0
65,621,20.0
66,621,64.28571428571429
67,621,43.333333333333336
68,621,66.66666666666667
69,621,50.0
70,621,26.666666666666668
71,621,8.333333333333334
72,621,30.0
73,621,10.0
74,621,53.333333333333336
75,621,35.714285714285715
76,621,45.0
77,621,30.0
78,621,94.11764705882354
79,621,55.55555555555556
80,621,46.66666666666667
81,621,93.33333333333334
82,621,70.0
83,621,0.0
84,621,40.0
85,621,50.0
86,621,90.0
87,621,46.66666666666667
88,621,46.66666666666667
89,621,100.0
90,621,35.714285714285715
91,621,58.82352941176471
92,621,0.0
93,621,30.0
94,621,46.66666666666667
95,621,53.846153846153854
96,621,92.5925925925926
97,621,60.0
98,621,37.5
99,621,20.0
100,621,86.66666666666667
101,621,95.0
102,621,33.333333333333336
103,621,45.0
104,621,10.0
105,621,95.0
106,621,100.0
107,621,25.0
108,621,15.0
109,621,0.0
110,621,95.0
111,621,35.0
112,621,40.0
113,621,25.0
114,621,100.0
115,621,86.66666666666667
116,621,13.333333333333334
117,621,40.0
118,621,43.75
119,621,0.0
120,621,15.0
121,621,65.0
122,621,100.0
123,621,93.33333333333334
124,621,10.0
125,621,15.0
126,621,90.0
127,621,73.6842105263158
128,621,80.0
129,621,45.0
130,621,10.0
131,621,100.0
132,621,6.666666666666667
133,621,5.0
134,621,35.0
135,621,93.33333333333334
136,621,95.0
137,621,76.92307692307692
138,621,60.0
139,621,30.0
140,621,12.5
141,621,20.0
142,621,5.0
143,621,38.888888888888886
144,621,0.0
145,621,80.0
146,621,40.0
147,621,26.666666666666668
148,621,80.0
149,621,0.0
150,621,93.33333333333334
151,621,94.44444444444444
152,621,86.66666666666667
153,621,100.0
154,621,80.0
155,621,100.0
156,621,45.0
157,621,26.666666666666668
158,621,80.0
159,621,0.0
160,621,0.0
161,621,5.555555555555555
162,621,60.0
163,621,100.0
164,621,46.66666666666667
165,621,80.0
166,621,90.0
167,621,60.0
168,621,25.0
169,621,70.0
170,621,80.0
171,621,50.0
172,621,10.0
173,621,20.0
174,621,20.0
175,621,26.666666666666668
176,621,60.0
177,621,38.46153846153846
178,621,20.0
179,621,0.0
180,621,64.28571428571429
181,621,90.0
182,621,40.0
183,621,86.66666666666667
184,621,33.333333333333336
185,621,40.0
186,621,100.0
187,621,50.0
188,621,55.55555555555556
189,621,20.0
190,621,27.77777777777778
191,621,0.0
192,621,100.0
193,621,71.42857142857143
194,621,5.0
195,621,100.0
196,621,0.0
197,621,60.0
198,621,0.0
199,621,38.888888888888886
200,621,20.0
201,621,0.0
202,621,75.0
203,621,100.0
204,621,86.66666666666667
205,621,93.33333333333334
206,621,96.66666666666669
207,621,73.33333333333334
208,621,13.333333333333334
209,621,20.0
210,621,40.0
211,621,0.0
212,621,11.11111111111111
213,621,68.0
214,621,6.666666666666667
215,621,40.0
216,621,93.33333333333334
217,621,76.47058823529412
218,621,46.66666666666667
219,621,30.0
220,621,40.0
221,621,60.0
222,621,94.11764705882354
223,621,100.0
224,621,90.0
225,621,80.0
226,621,80.0
227,621,70.0
228,621,5.0
229,621,55.0
230,621,15.0
231,621,15.0
232,621,80.0
233,621,60.0
234,621,100.0
235,621,10.0
236,621,0.0
237,621,50.0
238,621,46.66666666666667
239,621,26.666666666666668
240,621,96.66666666666669
241,621,25.0
242,621,5.0
243,621,66.66666666666667
244,621,48.648648648648646
245,621,15.789473684210527
246,621,0.0
247,621,0.0
248,621,20.0
249,621,15.0
250,621,41.66666666666667
251,621,80.0
252,621,100.0
253,621,50.0
254,621,100.0
255,621,35.0
256,621,47.05882352941177
257,621,100.0
258,621,83.33333333333333
259,621,60.0
260,621,50.0
